Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CRUS,"Cirrus Logic, Inc.",63.7,$4.06B,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus
CSCO,"Cisco Systems, Inc.",30.9,$154.5B,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco
CTRN,"Citi Trends, Inc.",20.62,$308.06M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn
CZNC,Citizens & Northern Corp,23.83,$289.76M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc
CZWI,"Citizens Community Bancorp, Inc.",13.98,$73.69M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi
CZFC,Citizens First Corporation,21.95,$54.31M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc
CIZN,Citizens Holding Company,25.6,$125.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cizn
CTXS,"Citrix Systems, Inc.",79.27,$11.98B,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs
CHCO,City Holding Company,66.91,$1.04B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chco
CIVB,"Civista Bancshares, Inc. ",21.65,$219.95M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civb
CIVBP,"Civista Bancshares, Inc. ",67.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civbp
CDTI,"Clean Diesel Technologies, Inc.",2.91,$45.7M,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cdti
CLNE,Clean Energy Fuels Corp.,2.64,$397.31M,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/clne
CLNT,"Cleantech Solutions International, Inc.",4.43,$6.34M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clnt
CACG,ClearBridge All Cap Growth ETF,25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cacg
YLDE,ClearBridge Dividend Strategy ESG ETF,25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ylde
LRGE,ClearBridge Large Cap Growth ESG ETF,25.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lrge
CLFD,"Clearfield, Inc.",13.15,$185.34M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clfd
CLRO,"ClearOne, Inc.",9.7,$84.43M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clro
CLSD,"Clearside Biomedical, Inc.",9.51,$240.6M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsd
CLIR,ClearSign Combustion Corporation,3.6,$56.16M,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clir
CLIRW,ClearSign Combustion Corporation,1.7896,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clirw
CBLI,"Cleveland BioLabs, Inc.",2.81,$31.7M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli
CSBK,Clifton Bancorp Inc.,17.03,$379.75M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
CLVS,"Clovis Oncology, Inc.",95.65,$4.66B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs
CMFN,CM Finance Inc,10.2,$139.62M,2014,n/a,n/a,http://www.nasdaq.com/symbol/cmfn
CME,CME Group Inc.,124.83,$42.42B,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme
CCNE,CNB Financial Corporation,24.82,$379.68M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne
CWAY,"Coastway Bancorp, Inc.",20.547,$90.25M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway
COBZ,CoBiz Financial Inc.,17.27,$720.8M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz
COKE,Coca-Cola Bottling Co. Consolidated,226.96,$2.12B,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke
CDXS,"Codexis, Inc.",5.4,$260.12M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cdxs
CODX,"Co-Diagnostics, Inc.",n/a,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/codx
CVLY,"Codorus Valley Bancorp, Inc",28.75,$242.6M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",4.4,$25.78M,2005,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Holdings, Inc.",40.65,$1.85B,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ccoi
CGNT,"Cogentix Medical, Inc.",1.7,$102.74M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cgnt
COGT,"Cogint, Inc.",5.35,$293.08M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cogt
CGNX,Cognex Corporation,89.02,$7.71B,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,66.96,$39.44B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh
COHR,"Coherent, Inc.",236.11,$5.81B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr
CHRS,"Coherus BioSciences, Inc.",13.5,$692.39M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs
COHU,"Cohu, Inc.",16.19,$442.48M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu
CLCT,"Collectors Universe, Inc.",25.43,$226.86M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct
COLL,"Collegium Pharmaceutical, Inc.",13.43,$395.63M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll
CIGI,Colliers International Group Inc. ,56.15,$2.11B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi
CBAN,"Colony Bankcorp, Inc.",13.5,$113.93M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban
COLB,"Columbia Banking System, Inc.",40.05,$2.34B,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb
COLM,Columbia Sportswear Company,57.54,$4.01B,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,24.24,$547.75M,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco
CBMX,CombiMatrix Corporation,5,$14.55M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmx
CBMXW,CombiMatrix Corporation,1.15,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmxw
CMCSA,Comcast Corporation,38.57,$182.94B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa
CBSH,"Commerce Bancshares, Inc.",57.12,$5.8B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",26.29,$2.41B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp
CUBN,"Commerce Union Bancshares, Inc.",24.42,$191.28M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubn
CHUBA,"CommerceHub, Inc.",17.19,$741.71M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chuba
CHUBK,"CommerceHub, Inc.",17.24,$743.87M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chubk
CVGI,"Commercial Vehicle Group, Inc.",8.41,$259.41M,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi
COMM,"CommScope Holding Company, Inc.",38.15,$7.36B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm
JCS,"Communications Systems, Inc.",4.28,$38.28M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcs
ESXB,Community Bankers Trust Corporation.,8.3,$182.36M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb
CFBI,"Community First Bancshares, Inc.",13.98,$105.38M,2017,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cfbi
CYHHZ,"Community Health Systems, Inc.",0.0177,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz
CTBI,"Community Trust Bancorp, Inc.",45.35,$801.11M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,10.35,$83.87M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
CVLT,"Commvault Systems, Inc.",57.15,$2.59B,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
CGEN,Compugen Ltd.,3.8,$194.3M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",31.85,$431.12M,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",5.62,$87.18M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
CHCI,"Comstock Holding Companies, Inc.",1.96,$6.74M,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,18.72,$441.23M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl
CNAT,Conatus Pharmaceuticals Inc.,6.51,$195.19M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",14.14,$319.04M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce
CXRX,Concordia International Corp.,1.53,$78.2M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cxrx
CCUR,Concurrent Computer Corporation,6.55,$64.54M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur
CDOR,"Condor Hospitality Trust, Inc.",10.64,$122.94M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdor
CFMS,"ConforMIS, Inc.",4.19,$183.73M,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",7.05,$53.81M,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cnfr
CNMD,CONMED Corporation,51.02,$1.42B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",55.52,$611.49M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",22.95,$734.53M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob
CNXR,"Connecture, Inc.",0.618,$13.98M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnxr
CONN,"Conn&#39;s, Inc.",18.2,$564.45M,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",20.71,$1.05B,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,12.65,$188.36M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CNACU,Constellation Alpha Capital Corp.,10.15,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacu
CPSS,"Consumer Portfolio Services, Inc.",4.56,$105.52M,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,1.4,$58.32M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc,0.56,$42.4M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,20.14,$490.23M,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
CPAA,Conyers Park Acquisition Corp.,11.84,$595.7M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cpaa
CPAAU,Conyers Park Acquisition Corp.,12.6383,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cpaau
CPAAW,Conyers Park Acquisition Corp.,2.55,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cpaaw
CPRT,"Copart, Inc.",30.97,$7.13B,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.4,$321.4M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,12.03,$1.36B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",32.22,$1.49B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
CORI,"Corium International, Inc.",8.86,$316.06M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori
CSOD,"Cornerstone OnDemand, Inc.",34.64,$1.97B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CRVL,CorVel Corp.,48.15,$903.14M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",12.73,$266.5M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs
CSGP,"CoStar Group, Inc.",270.8,$8.87B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,154.11,$67.59B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,2,$10M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",24.3,$160.84M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,30.45,$1.61B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/coup
CVTI,"Covenant Transportation Group, Inc.",17.3,$316.12M,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
COVS,Covisint Corporation,2.45,$100.17M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/covs
COWN,Cowen Inc.,16.1,$478.96M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
COWNL,Cowen Inc.,26.8103,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl
PMTS,CPI Card Group Inc.,3.05,$169.56M,2015,Finance,Finance Companies,http://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.22,$16.11M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",36.58,$313.67M,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",165.38,$3.98B,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",17.2,$331.32M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,17.5,$705.02M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CACC,Credit Acceptance Corporation,241.8,$4.69B,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
USOI,Credit Suisse AG,21.91,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/usoi
CREE,"Cree, Inc.",25.66,$2.5B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CRESY,Cresud S.A.C.I.F. y A.,18.52,$924.57M,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy
CRSP,CRISPR Therapeutics AG,15.88,$635.16M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,48.83,$3.16B,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",7.6,$563.04M,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
CCRN,"Cross Country Healthcare, Inc.",12.58,$458.34M,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn
CRDS,"Crossroads Systems, Inc.",1.98,$2.43M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds
CRWS,"Crown Crafts, Inc.",6.5,$65.38M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",4.79,$114.84M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",1.75,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",41.14,$1.39B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,4.51,$155.57M,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,10.865,$42.6M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",40.25,$639.57M,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,54.85,$50.61B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,3.29,$93.41M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,5.65,$19.92M,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",53.07,$27.24B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CUNB,CU Bancorp (CA),36.45,$650.03M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb
CUI,"CUI Global, Inc.",3.96,$83.01M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,7.05,$113.04M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,0.46,$13.48M,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",1.99,$286.11M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",26.95,$373.49M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,22.63,$2.49B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,11.0499,$70.28M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,3.3,$18.76M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,49.3,$1.7B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,21.85,$151.71M,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",3.52,$15.04M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.1852,$2.07M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,5.65,$162.45M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,13.86,$4.57B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,1.95,$76.41M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,55.14,$4.84B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",12.8,$577.96M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",16.18,$594.61M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,1.04,$33.78M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.3919,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CTSO,Cytosorbents Corporation,4.35,$122.27M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,0.55,$83.63M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),208.3,$287.61M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",9.52,$420.63M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DRIO,DarioHealth Corp.,2.46,$23.61M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.28,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
DZSI,"DASAN Zhone Solutions, Inc.",6.1,$19.98M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",12,$452.59M,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",1.4,n/a,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,8.32,$66.96M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DWCH,Datawatch Corporation,9.4,$113.03M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",64.9,$2.69B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,5.85,$150.66M,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,21.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfnl
DUSA,Davis Select U.S. Equity ETF,21.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,22.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwld
DWSN,Dawson Geophysical Company,3.87,$83.91M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
